Brand Name,Category,Subcategory,Website,Contact Email,Instagram Handle,LinkedIn URL,Notes,Status
Lockly,Smart Home,Locks,lockly.com,press@lockly.com,@lockly,linkedin.com/company/lockly,PIN Genie lock,Prospect
Eufy Smart Lock,Smart Home,Locks,eufylife.com,press@eufylife.com,@eufyofficial,linkedin.com/company/eufy,Anker smart lock,Prospect
SwitchBot Lock,Smart Home,Locks,switch-bot.com,support@switch-bot.com,@switchbot,linkedin.com/company/switchbot,Retrofit lock,Prospect
Nuki,Smart Home,Locks,nuki.io,press@nuki.io,@naborauki_smartlock,linkedin.com/company/nuki,European smart lock,Prospect
Chamberlain myQ,Smart Home,Garage,chamberlain.com,press@chamberlain.com,@chamberlain,linkedin.com/company/chamberlain-group,Smart garage,Prospect
Genie Aladdin,Smart Home,Garage,geniecompany.com,press@geniecompany.com,@thegeniecompany,linkedin.com/company/genie-company,Smart garage,Prospect
Tailwind,Smart Home,Garage,gotailwind.com,support@gotailwind.com,@gotailwind,linkedin.com/company/tailwind-iq3,Smart garage controller,Prospect
Nexx Garage,Smart Home,Garage,nexxhome.com,support@nexxhome.com,@nexxhome,linkedin.com/company/nexx-home,Garage controller,Prospect
Meross,Smart Home,Garage,meross.com,support@meross.com,@meaboraossiot,linkedin.com/company/meross,Budget garage opener,Prospect
Rachio,Smart Home,Lawn,rachio.com,press@rachio.com,@raaborachio,linkedin.com/company/rachio,Smart sprinkler,Prospect
Orbit B-hyve,Smart Home,Lawn,orbitonline.com,support@orbitonline.com,@bhyve,linkedin.com/company/orbit-irrigation,Smart sprinkler,Prospect
RainMachine,Smart Home,Lawn,rainmachine.com,support@rainmachine.com,@rainmachine,linkedin.com/company/rainmachine,Smart irrigation,Prospect
Wyze Sprinkler,Smart Home,Lawn,wyze.com,press@wyze.com,@wyze,linkedin.com/company/wyze-labs,Budget sprinkler,Prospect
Husqvarna Automower,Smart Home,Lawn,husqvarna.com,press@husqvarna.com,@husqvarnausa,linkedin.com/company/husqvarna,Robot mower,Prospect
Worx Landroid,Smart Home,Lawn,worx.com,support@worx.com,@worxtools,linkedin.com/company/worx-tools,Robot mower,Prospect
Greenworks,Smart Home,Lawn,greenworkstools.com,press@greenworkstools.com,@greenaboraworkstools,linkedin.com/company/greenworks-tools,Electric lawn tools,Prospect
EGO Power+,Smart Home,Lawn,egopowerplus.com,press@egopowerplus.com,@egopowerplus,linkedin.com/company/ego-power-plus,Battery lawn tools,Prospect
Ryobi,Smart Home,Lawn,ryobitools.com,support@ryobitools.com,@ryaboraobi_tools,linkedin.com/company/ryobi,Power tools,Prospect
Milwaukee,Smart Home,Tools,milwaukeetool.com,press@milwaukeetool.com,@milwaukeetool,linkedin.com/company/milwaukee-tool,Power tools,Prospect
DeWalt,Smart Home,Tools,dewalt.com,press@stanleyblackanddecker.com,@dewaboraalt_usa,linkedin.com/company/dewalt,Power tools,Prospect
Bosch,Smart Home,Tools,bosch-home.com,press@bosch.com,@boaboraschpowertools,linkedin.com/company/bosch,Tools + smart home,Prospect
Makita,Smart Home,Tools,makitatools.com,press@makita.com,@makitatoolsusa,linkedin.com/company/makita,Power tools,Prospect
Craftsman,Smart Home,Tools,craftsman.com,press@stanleyblackanddecker.com,@craftsmantools,linkedin.com/company/craftsman,Tools - classic brand,Prospect
Kobalt,Smart Home,Tools,lowes.com/kobalt,press@lowes.com,@kobalttools,linkedin.com/company/kobalt-tools,Lowe's brand,Prospect
Leviton,Smart Home,Electrical,leviton.com,marketing@leviton.com,@leviaboraton,linkedin.com/company/leviton,Smart switches,Prospect
Wemo,Smart Home,Electrical,wemo.com,press@belkin.com,@waboraemosmart,linkedin.com/company/wemo,Belkin smart plugs,Prospect
Kasa Smart,Smart Home,Electrical,kasasmart.com,press@tp-link.com,@kasasmart,linkedin.com/company/tp-link,TP-Link smart home,Prospect
Meross,Smart Home,Electrical,meross.com,support@meross.com,@meaboraossiot,linkedin.com/company/meross,Budget smart plugs,Prospect
Treatlife,Smart Home,Electrical,treatlife.tech,support@treatlife.tech,@treatlife_tech,linkedin.com/company/treatlife,Budget switches,Prospect
Inovelli,Smart Home,Electrical,inovelli.com,support@inovelli.com,@inovelli,linkedin.com/company/inovelli,Enthusiast switches,Prospect
Zooz,Smart Home,Electrical,getzooz.com,support@getzooz.com,@getzooz,linkedin.com/company/getzooz,Z-Wave devices,Prospect
GE Enbrighten,Smart Home,Electrical,byjasco.com,press@jasco.com,@enbrighten,linkedin.com/company/jasco-products,Jasco smart home,Prospect
Brilliant,Smart Home,Electrical,brilliant.tech,press@brilliant.tech,@brillianthome,linkedin.com/company/brilliant-home,Smart control panel,Prospect
Sonos,Smart Home,Audio,sonos.com,press@sonos.com,@sonos,linkedin.com/company/sonos,Wireless speakers,Prospect
Bose,Smart Home,Audio,bose.com,press@bose.com,@bose,linkedin.com/company/bose,Premium audio,Prospect
JBL,Smart Home,Audio,jbl.com,press@harman.com,@jblaudio,linkedin.com/company/jbl,Speakers,Prospect
Harman Kardon,Smart Home,Audio,harmankardon.com,press@harman.com,@harmankardon,linkedin.com/company/harman-kardon,Premium audio,Prospect
Bang & Olufsen,Smart Home,Audio,bang-olufsen.com,press@bang-olufsen.com,@bangolufsen,linkedin.com/company/bang-olufsen,Luxury audio,Prospect
Marshall,Smart Home,Audio,marshallheadphones.com,press@marshall.com,@marshallheadphones,linkedin.com/company/marshall-headphones,Speakers,Prospect
Anker Soundcore,Smart Home,Audio,soundcore.com,press@anker.com,@soundcore_global,linkedin.com/company/soundcore,Budget audio,Prospect
Ultimate Ears,Smart Home,Audio,ultimateears.com,press@ultimateears.com,@ultimateears,linkedin.com/company/ultimate-ears,Portable speakers,Prospect
Amazon Music,Apps,Entertainment,music.amazon.com,press@amazon.com,@amazonmusic,linkedin.com/company/amazon-music,Streaming,Prospect
Spotify,Apps,Entertainment,spotify.com,press@spotify.com,@spotify,linkedin.com/company/spotify,Music streaming,Prospect
Apple Music,Apps,Entertainment,apple.com/apple-music,press@apple.com,@applemusic,linkedin.com/company/apple,Music streaming,Prospect
YouTube Music,Apps,Entertainment,music.youtube.com,press@google.com,@youtubemusic,linkedin.com/company/youtube,Music streaming,Prospect
Tidal,Apps,Entertainment,tidal.com,press@tidal.com,@tidal,linkedin.com/company/tidal,Hi-fi streaming,Prospect
Pandora,Apps,Entertainment,pandora.com,press@pandora.com,@pandoramusic,linkedin.com/company/pandora,Radio streaming,Prospect
Deezer,Apps,Entertainment,deezer.com,press@deezer.com,@deezer,linkedin.com/company/deezer,Music streaming,Prospect
SoundCloud,Apps,Entertainment,soundcloud.com,press@soundcloud.com,@soundcloud,linkedin.com/company/soundcloud,Music platform,Prospect
Netflix,Apps,Entertainment,netflix.com,press@netflix.com,@netflix,linkedin.com/company/netflix,Streaming giant,Prospect
Disney+,Apps,Entertainment,disneyplus.com,press@disney.com,@disneyplus,linkedin.com/company/disney,Streaming,Prospect
HBO Max,Apps,Entertainment,max.com,press@warnerbros.com,@hbomax,linkedin.com/company/hbo-max,Streaming,Prospect
Hulu,Apps,Entertainment,hulu.com,press@hulu.com,@hulu,linkedin.com/company/hulu,Streaming,Prospect
Peacock,Apps,Entertainment,peacocktv.com,press@nbcuniversal.com,@peacock,linkedin.com/company/peacock,NBC streaming,Prospect
Paramount+,Apps,Entertainment,paramountplus.com,press@paramount.com,@paramountplus,linkedin.com/company/paramount-plus,Streaming,Prospect
Apple TV+,Apps,Entertainment,apple.com/apple-tv-plus,press@apple.com,@appletv,linkedin.com/company/apple,Apple streaming,Prospect
Amazon Prime Video,Apps,Entertainment,primevideo.com,press@amazon.com,@primevideo,linkedin.com/company/amazon,Amazon streaming,Prospect
Crunchyroll,Apps,Entertainment,crunchyroll.com,press@crunchyroll.com,@crunchyroll,linkedin.com/company/crunchyroll,Anime streaming,Prospect
Plex,Apps,Entertainment,plex.tv,press@plex.tv,@plex,linkedin.com/company/plex,Media server,Prospect
Qobuz,Apps,Entertainment,qobuz.com,press@qobuz.com,@qobuz,linkedin.com/company/qobuz,Hi-res audio,Prospect
Roon,Apps,Entertainment,roon.app,press@roon.app,@raboraoonlabs,linkedin.com/company/roon,Music management,Prospect
Expensify,Apps,Productivity,expensify.com,press@expensify.com,@expensify,linkedin.com/company/expensify,Expense tracking,Prospect
Brex,Finance,Banking,brex.com,press@brex.com,@braboraex,linkedin.com/company/brex,Startup banking,Prospect
Ramp,Finance,Banking,ramp.com,press@ramp.com,@tryramp,linkedin.com/company/ramp-financial,Corporate cards,Prospect
Mercury,Finance,Banking,mercury.com,press@mercury.com,@mercaboraury,linkedin.com/company/mercury-bank,Startup banking,Prospect
Novo,Finance,Banking,novo.co,press@novo.co,@banknovo,linkedin.com/company/novo,Small business banking,Prospect
Bluevine,Finance,Banking,bluevine.com,press@bluevine.com,@bluevine,linkedin.com/company/bluevine,Business banking,Prospect
Relay,Finance,Banking,relayfi.com,support@relayfi.com,@reaboralayfi,linkedin.com/company/relay-financial,Business banking,Prospect
NorthOne,Finance,Banking,northone.com,press@northone.com,@northone,linkedin.com/company/northone,Business banking,Prospect
Wise,Finance,Payments,wise.com,press@wise.com,@wise,linkedin.com/company/wiseaccount,International transfers,Prospect
PayPal,Finance,Payments,paypal.com,press@paypal.com,@paypal,linkedin.com/company/paypal,Payment giant,Prospect
Venmo,Finance,Payments,venmo.com,press@paypal.com,@venmo,linkedin.com/company/venmo,P2P payments,Prospect
Zelle,Finance,Payments,zellepay.com,press@zellepay.com,@zaboraelle,linkedin.com/company/zelle,Bank P2P,Prospect
Cash App,Finance,Payments,cash.app,press@squareup.com,@cashapp,linkedin.com/company/cashapp,Block payments,Prospect
Stripe,Finance,Payments,stripe.com,press@stripe.com,@stripe,linkedin.com/company/stripe,Payment infrastructure,Prospect
Square,Finance,Payments,squareup.com,press@squareup.com,@square,linkedin.com/company/square,Payment processing,Prospect
Klarna,Finance,Payments,klarna.com,press@klarna.com,@klarna,linkedin.com/company/klarna,Buy now pay later,Prospect
Affirm,Finance,Payments,affirm.com,press@affirm.com,@affirm,linkedin.com/company/affirm,Buy now pay later,Prospect
Afterpay,Finance,Payments,afterpay.com,press@afterpay.com,@afterpay,linkedin.com/company/afterpay,Buy now pay later - Block,Prospect
Sezzle,Finance,Payments,sezzle.com,press@sezzle.com,@sezzle,linkedin.com/company/sezzle,Buy now pay later,Prospect
Zip,Finance,Payments,zip.co,press@zip.co,@zipaboraco,linkedin.com/company/zip-co,BNPL,Prospect
Plaid,Finance,Fintech,plaid.com,press@plaid.com,@plaid,linkedin.com/company/plaid,Financial data,Prospect
Marqeta,Finance,Fintech,marqeta.com,press@marqeta.com,@maraboraqeta,linkedin.com/company/marqeta,Card issuing,Prospect
Galileo,Finance,Fintech,galileo-ft.com,press@galileo-ft.com,@galileoft,linkedin.com/company/galileo-financial,Banking API,Prospect
Unit,Finance,Fintech,unit.co,press@unit.co,@unitco,linkedin.com/company/unit-finance,Banking API,Prospect
Synapse,Finance,Fintech,synapsefi.com,press@synapsefi.com,@synapsefi,linkedin.com/company/synapsefi,Banking infrastructure,Prospect
Credit Karma,Finance,Credit,creditkarma.com,press@creditkarma.com,@creditkarma,linkedin.com/company/credit-karma,Free credit scores,Prospect
Experian,Finance,Credit,experian.com,press@experian.com,@experian,linkedin.com/company/experian,Credit bureau,Prospect
TransUnion,Finance,Credit,transunion.com,press@transunion.com,@transunion,linkedin.com/company/transunion,Credit bureau,Prospect
Equifax,Finance,Credit,equifax.com,press@equifax.com,@equifax,linkedin.com/company/equifax,Credit bureau,Prospect
NerdWallet,Finance,Credit,nerdwallet.com,press@nerdwallet.com,@nerdwallet,linkedin.com/company/nerdwallet,Financial comparison,Prospect
Bankrate,Finance,Credit,bankrate.com,press@bankrate.com,@bankrate,linkedin.com/company/bankrate,Financial comparison,Prospect
LendingTree,Finance,Credit,lendingtree.com,press@lendingtree.com,@lendingtree,linkedin.com/company/lendingtree,Loan marketplace,Prospect
Upstart,Finance,Lending,upstart.com,press@upstart.com,@upstart,linkedin.com/company/upstart-network,AI lending,Prospect
LendingClub,Finance,Lending,lendingclub.com,press@lendingclub.com,@lendingclub,linkedin.com/company/lendingclub,P2P lending,Prospect
Prosper,Finance,Lending,prosper.com,press@prosper.com,@prosperloans,linkedin.com/company/prosper,P2P lending,Prospect
Avant,Finance,Lending,avant.com,press@avant.com,@avantcredit,linkedin.com/company/avant,Personal loans,Prospect
Best Egg,Finance,Lending,bestegg.com,press@bestegg.com,@bestegg,linkedin.com/company/bestegg,Personal loans,Prospect
SoFi Loans,Finance,Lending,sofi.com,press@sofi.com,@sofi,linkedin.com/company/sofi,Student + personal loans,Prospect
Earnest,Finance,Lending,earnest.com,press@earnest.com,@earnest,linkedin.com/company/earnest,Student loans,Prospect
CommonBond,Finance,Lending,commonbond.co,press@commonbond.co,@commonbond,linkedin.com/company/commonbond,Student loans,Prospect
Laurel Road,Finance,Lending,laurelroad.com,press@laurelroad.com,@laurelroad,linkedin.com/company/laurel-road,Healthcare loans,Prospect
Figure,Finance,Lending,figure.com,press@figure.com,@figaboraure,linkedin.com/company/figure,Home equity,Prospect
Better.com,Finance,Lending,better.com,press@better.com,@betterdotcom,linkedin.com/company/bettermortgage,Digital mortgage,Prospect
Rocket Mortgage,Finance,Lending,rocketmortgage.com,press@rocketmortgage.com,@rocketmortgage,linkedin.com/company/rocket-mortgage,Digital mortgage,Prospect
LoanDepot,Finance,Lending,loandepot.com,press@loandepot.com,@loandepot,linkedin.com/company/loandepot,Mortgage,Prospect
Quicken Loans,Finance,Lending,quickenloans.com,press@quickenloans.com,@quickenloans,linkedin.com/company/quicken-loans,Mortgage - Rocket,Prospect
Redfin,Finance,Real Estate,redfin.com,press@redfin.com,@redfin,linkedin.com/company/redfin,Real estate,Prospect
Zillow,Finance,Real Estate,zillow.com,press@zillow.com,@zillow,linkedin.com/company/zillow,Real estate,Prospect
Opendoor,Finance,Real Estate,opendoor.com,press@opendoor.com,@opendoor,linkedin.com/company/opendoor,iBuyer,Prospect
Offerpad,Finance,Real Estate,offerpad.com,press@offerpad.com,@offerpad,linkedin.com/company/offerpad,iBuyer,Prospect
Knock,Finance,Real Estate,knock.com,press@knock.com,@knockdotcom,linkedin.com/company/knock-com,Home trade-in,Prospect
Orchard,Finance,Real Estate,orchard.com,press@orchard.com,@orchardhomes,linkedin.com/company/orchard-homes,Home buying,Prospect
Flyhomes,Finance,Real Estate,flyhomes.com,press@flyhomes.com,@flyhomes,linkedin.com/company/flyhomes,Cash offers,Prospect
Homeward,Finance,Real Estate,homeward.com,press@homeward.com,@homewardhomes,linkedin.com/company/homeward,Cash offers,Prospect
Ribbon,Finance,Real Estate,ribbonhome.com,press@ribbonhome.com,@ribbonhome,linkedin.com/company/ribbon-home,Cash offers,Prospect
Flynova,Smart Home,Gadgets,amazon.com,support@seller.com,@flynova_official,linkedin.com/company/flynova,Flying toys,Prospect
Switchbot,Smart Home,Automation,switch-bot.com,support@switch-bot.com,@switchbot,linkedin.com/company/switchbot,Smart buttons,Prospect
Aqara,Smart Home,Automation,aqara.com,support@aqara.com,@aqara_official,linkedin.com/company/aqara,Xiaomi ecosystem,Prospect
Tuya,Smart Home,Automation,tuya.com,press@tuya.com,@tuyaboraglobal,linkedin.com/company/tuya-smart,Smart device platform,Prospect
Shelly,Smart Home,Automation,shelly.com,press@shelly.com,@shelly_iot,linkedin.com/company/shelly-iot,DIY automation,Prospect
Broadlink,Smart Home,Automation,ibroadlink.com,support@ibroadlink.com,@broadlink_tech,linkedin.com/company/broadlink,IR controllers,Prospect
Sonoff,Smart Home,Automation,sonoff.tech,support@sonoff.tech,@sonaboraoff_official,linkedin.com/company/sonoff,DIY smart home,Prospect
Athom Homey,Smart Home,Automation,homey.app,support@athom.com,@athomhomey,linkedin.com/company/athom-homey,Universal hub,Prospect
Yeelight,Smart Home,Automation,yeelight.com,support@yeelight.com,@yeelightglobal,linkedin.com/company/yeelight,Xiaomi lighting,Prospect
Tapo,Smart Home,Automation,tapo.com,press@tp-link.com,@tapaboraohome,linkedin.com/company/tp-link,TP-Link budget,Prospect
Levoit,Smart Home,Air Quality,levoit.com,press@levoit.com,@levoit_official,linkedin.com/company/levoit,Air purifiers,Prospect
Coway,Smart Home,Air Quality,cowaymega.com,press@coway.com,@cowaymega,linkedin.com/company/coway,Air purifiers,Prospect
Molekule,Smart Home,Air Quality,molekule.com,press@molekule.com,@molekule,linkedin.com/company/molekule,Air purifiers,Prospect
Blueair,Smart Home,Air Quality,blueair.com,press@blueair.com,@blueair,linkedin.com/company/blueair,Air purifiers,Prospect
Winix,Smart Home,Air Quality,winix.com,support@winix.com,@winixamerica,linkedin.com/company/winix,Air purifiers,Prospect
Awair,Smart Home,Air Quality,awair.is,press@awair.is,@awaboraair,linkedin.com/company/awair,Air quality monitor,Prospect
AirThings,Smart Home,Air Quality,airthings.com,press@airthings.com,@airthings,linkedin.com/company/airthings,Radon + air quality,Prospect
IQAir,Smart Home,Air Quality,iqair.com,press@iqair.com,@iqair,linkedin.com/company/iqair,Premium purifiers,Prospect
Breville,Smart Home,Kitchen,breville.com,press@breville.com,@brevilleusa,linkedin.com/company/breville,Kitchen appliances,Prospect
KitchenAid,Smart Home,Kitchen,kitchenaid.com,press@whirlpool.com,@kitchenaidusa,linkedin.com/company/kitchenaid,Kitchen appliances,Prospect
Instant Pot,Smart Home,Kitchen,instantpot.com,press@instantbrands.com,@instantpot,linkedin.com/company/instant-pot,Pressure cooker,Prospect
Ninja,Smart Home,Kitchen,ninjakitchen.com,press@sharkninja.com,@ninjaboraakitchen,linkedin.com/company/sharkninja,Kitchen appliances,Prospect
Vitamix,Smart Home,Kitchen,vitamix.com,press@vitamix.com,@vitamix,linkedin.com/company/vitamix,Premium blenders,Prospect
Anova,Smart Home,Kitchen,anovaculinary.com,press@anovaculinary.com,@aboraanovaculinary,linkedin.com/company/anova-culinary,Sous vide,Prospect
Joule,Smart Home,Kitchen,breville.com,press@breville.com,@joulechef,linkedin.com/company/breville,Sous vide - Breville,Prospect
Meater,Smart Home,Kitchen,meater.com,press@meater.com,@meaboraater,linkedin.com/company/meater,Wireless thermometer,Prospect
ThermoWorks,Smart Home,Kitchen,thermoworks.com,press@thermoworks.com,@thermoworks,linkedin.com/company/thermoworks,Thermometers,Prospect
Traeger,Smart Home,Kitchen,traeger.com,press@traeger.com,@traegergrills,linkedin.com/company/traeger-grills,Smart grills,Prospect
Weber,Smart Home,Kitchen,weber.com,press@weber.com,@webergrill,linkedin.com/company/weber-stephen,Grills + smart,Prospect
Char-Broil,Smart Home,Kitchen,charbroil.com,press@charbroil.com,@charbroil,linkedin.com/company/char-broil,Smart grills,Prospect
Yummly,Smart Home,Kitchen,yummly.com,press@whirlpool.com,@yummly,linkedin.com/company/yummly,Recipe app - Whirlpool,Prospect
Drop,Smart Home,Kitchen,getdrop.com,press@getdrop.com,@droprecipes,linkedin.com/company/drop-recipes,Smart kitchen scale,Prospect
Hestan Cue,Smart Home,Kitchen,hestancue.com,press@hestancue.com,@hestancue,linkedin.com/company/hestan-cue,Smart cookware,Prospect
Cosori,Smart Home,Kitchen,cosori.com,press@vesync.com,@cosori_official,linkedin.com/company/cosori,Air fryers,Prospect
Dreo,Smart Home,Kitchen,dreo.com,press@dreo.com,@dreo_official,linkedin.com/company/dreo,Fans + air fryers,Prospect
Opal,Smart Home,Kitchen,firstbuild.com,press@firstbuild.com,@opaborg,linkedin.com/company/firstbuild,Nugget ice maker,Prospect
GE Profile,Smart Home,Kitchen,geappliances.com,press@geappliances.com,@geprofile,linkedin.com/company/ge-appliances,Smart appliances,Prospect
Samsung SmartThings Cooking,Smart Home,Kitchen,samsung.com,press@samsung.com,@samsungus,linkedin.com/company/samsung,Smart kitchen,Prospect
LG ThinQ,Smart Home,Kitchen,lg.com/thinq,press@lg.com,@lgthinq,linkedin.com/company/lg,Smart appliances,Prospect
Miele,Smart Home,Kitchen,mieleusa.com,press@miele.com,@mieleusa,linkedin.com/company/miele,Premium appliances,Prospect
Thermador,Smart Home,Kitchen,thermador.com,press@bshg.com,@thermadorhome,linkedin.com/company/thermador,Luxury appliances,Prospect
Sub-Zero/Wolf,Smart Home,Kitchen,subzero-wolf.com,press@subzero-wolf.com,@subzerowolf,linkedin.com/company/sub-zero-wolf,Luxury appliances,Prospect
Bosch Smart Home,Smart Home,Hub,bosch-smarthome.com,press@bosch.com,@bosch_smarthome,linkedin.com/company/bosch,European smart home,Prospect
Insteon,Smart Home,Hub,insteon.com,support@insteon.com,@insteon,linkedin.com/company/insteon,Dual-band protocol,Prospect
Fibaro,Smart Home,Hub,fibaro.com,press@fibaro.com,@fibaro,linkedin.com/company/fibaro,Z-Wave premium,Prospect
Vera,Smart Home,Hub,vera.com,support@vera.com,@vera_control,linkedin.com/company/vera-control,Smart hub,Prospect
Bond,Smart Home,Hub,bondhome.io,support@bondhome.io,@bondhomeio,linkedin.com/company/bond-home,RF bridge for fans,Prospect
Broadlink RM4,Smart Home,Hub,ibroadlink.com,support@ibroadlink.com,@broadlink_tech,linkedin.com/company/broadlink,IR/RF hub,Prospect
Logitech Harmony,Smart Home,Hub,logitech.com,press@logitech.com,@logitech,linkedin.com/company/logitech,Universal remote,Prospect
Caséta,Smart Home,Electrical,lutron.com/caseta,press@lutron.com,@lutronelec,linkedin.com/company/lutron-electronics,Lutron DIY,Prospect
Liftmaster,Smart Home,Garage,liftmaster.com,press@chamberlain.com,@liftmaster,linkedin.com/company/liftmaster,Garage openers,Prospect
Ryobi Garage,Smart Home,Garage,ryobitools.com,support@ryobitools.com,@ryobi_tools,linkedin.com/company/ryobi,Modular garage,Prospect
Genie,Smart Home,Garage,geniecompany.com,press@geniecompany.com,@thegeniecompany,linkedin.com/company/genie-company,Garage openers,Prospect
Linear,Smart Home,Garage,linear-solutions.com,support@linear.com,@linearllc,linkedin.com/company/linear-llc,Garage + access,Prospect
iSmartGate,Smart Home,Garage,ismartgate.com,support@ismartgate.com,@ismartgate,linkedin.com/company/gogogate,WiFi garage,Prospect
Remootio,Smart Home,Garage,remootio.com,support@remootio.com,@remootio,linkedin.com/company/remootio,Bluetooth garage,Prospect
Garadget,Smart Home,Garage,garadget.com,support@garadget.com,@garadget,linkedin.com/company/garadget,WiFi garage,Prospect
Digi,Finance,Payments,digi.com,press@digi.com,@digi,linkedin.com/company/digi,Digital payments,Prospect
Greenlight,Finance,Banking,greenlight.com,press@greenlight.com,@greenaboralightcard,linkedin.com/company/greenlight,Kids debit card,Prospect
Gohenry,Finance,Banking,gohenry.com,press@gohenry.com,@gohenaborary,linkedin.com/company/gohenry,Kids debit card,Prospect
Step,Finance,Banking,step.com,press@step.com,@step,linkedin.com/company/step-mobile,Teen banking,Prospect
Till,Finance,Banking,tillfin.com,press@tillfin.com,@tillfin,linkedin.com/company/till-financial,Family banking,Prospect
FamZoo,Finance,Banking,famzoo.com,support@famzoo.com,@famzoo,linkedin.com/company/famzoo,Family finance,Prospect
Copper,Finance,Banking,getcopper.com,press@getcopper.com,@getcaborapper,linkedin.com/company/copper-banking,Teen banking,Prospect
Jassby,Finance,Banking,jassby.com,support@jassby.com,@jassby,linkedin.com/company/jassby,Family allowance,Prospect
Zeta,Finance,Banking,askzeta.com,press@askzeta.com,@askzeta,linkedin.com/company/askzeta,Couples finance,Prospect
Honeydue,Finance,Banking,honeydue.com,support@honeydue.com,@honeydue,linkedin.com/company/honeydue,Couples finance,Prospect
Splitwise,Finance,Apps,splitwise.com,press@splitwise.com,@splitwise,linkedin.com/company/splitwise,Bill splitting,Prospect
Tab,Finance,Apps,tab.com,support@tab.com,@tabapp,linkedin.com/company/tab-app,Split bills,Prospect
Digit,Finance,Savings,digit.co,press@digit.co,@hellodigit,linkedin.com/company/digit,Auto-savings,Prospect
Qapital,Finance,Savings,qapital.com,press@qapital.com,@qapital,linkedin.com/company/qapital,Goal savings,Prospect
Oportun,Finance,Savings,oportun.com,press@oportun.com,@oportun,linkedin.com/company/oportun,Savings + loans,Prospect
Dave,Finance,Banking,dave.com,press@dave.com,@davebanking,linkedin.com/company/dave,Banking + advances,Prospect
Brigit,Finance,Banking,brigit.com,press@brigit.com,@brigit,linkedin.com/company/brigit,Cash advances,Prospect
Earnin,Finance,Banking,earnin.com,press@earnin.com,@earnin,linkedin.com/company/earnin,Earned wage access,Prospect
MoneyLion,Finance,Banking,moneylion.com,press@moneylion.com,@moneylion,linkedin.com/company/moneylion,All-in-one finance,Prospect
Albert,Finance,Banking,albert.com,press@albert.com,@heaboraylbert,linkedin.com/company/heyalbert,AI finance,Prospect
Cleo,Finance,Banking,meetcleo.com,press@meetcleo.com,@meetcleo,linkedin.com/company/meet-cleo,AI money assistant,Prospect
Truist,Finance,Banking,truist.com,press@truist.com,@truist,linkedin.com/company/truist,Regional bank,Prospect
PNC,Finance,Banking,pnc.com,press@pnc.com,@pncbank,linkedin.com/company/pnc,Regional bank,Prospect
Fifth Third,Finance,Banking,53.com,press@53.com,@fifththird,linkedin.com/company/fifth-third-bank,Regional bank,Prospect
Huntington,Finance,Banking,huntington.com,press@huntington.com,@huntington_bank,linkedin.com/company/huntington-bank,Regional bank,Prospect
Citizens,Finance,Banking,citizensbank.com,press@citizensbank.com,@citizensbank,linkedin.com/company/citizens-bank,Regional bank,Prospect
KeyBank,Finance,Banking,key.com,press@key.com,@keybank,linkedin.com/company/keybank,Regional bank,Prospect
Regions,Finance,Banking,regions.com,press@regions.com,@askregions,linkedin.com/company/regions-financial,Regional bank,Prospect
BMO,Finance,Banking,bmo.com,press@bmo.com,@baboramo,linkedin.com/company/bmo,Canadian bank US,Prospect
TD Bank,Finance,Banking,td.com,press@td.com,@tdbank,linkedin.com/company/td-bank,Canadian bank US,Prospect
CIBC,Finance,Banking,cibc.com,press@cibc.com,@cibc,linkedin.com/company/cibc,Canadian bank,Prospect
Tangerine,Finance,Banking,tangerine.ca,press@tangerine.ca,@tanaboraerine,linkedin.com/company/tangerine,Online bank Canada,Prospect
EQ Bank,Finance,Banking,eqbank.ca,press@eqbank.ca,@eqbank,linkedin.com/company/eq-bank,Online bank Canada,Prospect
Wealthsimple,Finance,Investing,wealthsimple.com,press@wealthsimple.com,@wealthsimple,linkedin.com/company/wealthsimple,Canadian robo,Prospect
Questrade,Finance,Investing,questrade.com,press@questrade.com,@questaborarade,linkedin.com/company/questrade,Canadian broker,Prospect
Interactive Investor,Finance,Investing,ii.co.uk,press@ii.co.uk,@ii_couk,linkedin.com/company/interactive-investor,UK investing,Prospect
Freetrade,Finance,Investing,freetrade.io,press@freetrade.io,@fraboraeetrade,linkedin.com/company/freetrade,UK investing,Prospect
Hargreaves Lansdown,Finance,Investing,hl.co.uk,press@hl.co.uk,@hlaborainvest,linkedin.com/company/hargreaves-lansdown,UK investing,Prospect
AJ Bell,Finance,Investing,ajbell.co.uk,press@ajbell.co.uk,@ajaborabell,linkedin.com/company/aj-bell,UK investing,Prospect
Nutmeg,Finance,Investing,nutmeg.com,press@nutmeg.com,@nutmeg,linkedin.com/company/nutmeg-saving,UK robo,Prospect
Revolut,Finance,Banking,revolut.com,press@revolut.com,@revolut,linkedin.com/company/revolut,Global fintech,Prospect
N26,Finance,Banking,n26.com,press@n26.com,@n26,linkedin.com/company/n26,European neobank,Prospect
Monzo,Finance,Banking,monzo.com,press@monzo.com,@monzo,linkedin.com/company/monzo,UK neobank,Prospect
Starling,Finance,Banking,starlingbank.com,press@starlingbank.com,@starlingbank,linkedin.com/company/starling-bank,UK neobank,Prospect
Bunq,Finance,Banking,bunq.com,press@bunq.com,@bunq,linkedin.com/company/bunq,Dutch neobank,Prospect
Vivid Money,Finance,Banking,vivid.money,press@vivid.money,@vividmoney,linkedin.com/company/vivid-money,European neobank,Prospect
